[2026-01-16 22:15:54.946] V:0.924V | I:-0.000A | mAh:-0.01
[2026-01-16 23:49:47.249] V:4.116V | I:0.436A | mAh:860.53
[2026-01-16 23:49:48.257] V:4.116V | I:0.433A | mAh:860.65
[2026-01-16 23:49:49.245] V:4.116V | I:0.437A | mAh:860.77
[2026-01-16 23:49:50.251] V:4.116V | I:0.435A | mAh:860.89
[2026-01-16 23:49:51.261] V:4.112V | I:0.435A | mAh:861.01
[2026-01-16 23:49:52.252] V:4.116V | I:0.435A | mAh:861.13
[2026-01-16 23:49:53.264] V:4.116V | I:0.434A | mAh:861.25
[2026-01-16 23:49:54.269] V:4.116V | I:0.433A | mAh:861.37
[2026-01-16 23:49:55.258] V:4.116V | I:0.433A | mAh:861.49
[2026-01-16 23:49:56.267] V:4.116V | I:0.434A | mAh:861.62
[2026-01-16 23:49:57.260] V:4.116V | I:0.435A | mAh:861.74
[2026-01-16 23:49:58.266] V:4.112V | I:0.435A | mAh:861.86
[2026-01-16 23:49:59.276] V:4.116V | I:0.434A | mAh:861.98
[2026-01-16 23:50:00.268] V:4.116V | I:0.435A | mAh:862.10
[2026-01-16 23:50:01.272] V:4.120V | I:0.434A | mAh:862.22
[2026-01-16 23:50:02.280] V:4.116V | I:0.434A | mAh:862.34
[2026-01-16 23:50:03.274] V:4.116V | I:0.434A | mAh:862.46
[2026-01-16 23:50:04.283] V:4.120V | I:0.433A | mAh:862.58
[2026-01-16 23:50:05.288] V:4.116V | I:0.434A | mAh:862.70
[2026-01-16 23:50:06.278] V:4.116V | I:0.435A | mAh:862.82
[2026-01-16 23:50:07.286] V:4.116V | I:0.433A | mAh:862.94
[2026-01-16 23:50:08.293] V:4.116V | I:0.433A | mAh:863.07
[2026-01-16 23:50:09.284] V:4.116V | I:0.433A | mAh:863.19
[2026-01-16 23:50:10.291] V:4.116V | I:0.434A | mAh:863.31
[2026-01-16 23:50:11.300] V:4.116V | I:0.434A | mAh:863.43
[2026-01-16 23:50:12.295] V:4.116V | I:0.434A | mAh:863.55
[2026-01-16 23:50:13.304] V:4.116V | I:0.433A | mAh:863.67
[2026-01-16 23:50:14.295] V:4.116V | I:0.434A | mAh:863.79
[2026-01-16 23:50:15.306] V:4.116V | I:0.434A | mAh:863.91
[2026-01-16 23:50:16.298] V:4.116V | I:0.432A | mAh:864.03
[2026-01-16 23:50:17.312] V:4.116V | I:0.434A | mAh:864.15
[2026-01-16 23:50:18.314] V:4.120V | I:0.433A | mAh:864.27
[2026-01-16 23:50:19.317] V:4.116V | I:0.432A | mAh:864.39
[2026-01-16 23:50:20.306] V:4.112V | I:0.431A | mAh:864.51
[2026-01-16 23:50:21.323] V:4.116V | I:0.431A | mAh:864.63
[2026-01-16 23:50:22.312] V:4.116V | I:0.432A | mAh:864.75
[2026-01-16 23:50:23.322] V:4.116V | I:0.431A | mAh:864.87
[2026-01-16 23:50:24.328] V:4.116V | I:0.432A | mAh:864.99
[2026-01-16 23:50:25.320] V:4.116V | I:0.431A | mAh:865.11
[2026-01-16 23:50:26.326] V:4.116V | I:0.432A | mAh:865.23
[2026-01-16 23:50:27.331] V:4.116V | I:0.433A | mAh:865.35
[2026-01-16 23:50:28.324] V:4.116V | I:0.434A | mAh:865.47
[2026-01-16 23:50:29.333] V:4.116V | I:0.433A | mAh:865.60
[2026-01-16 23:50:30.338] V:4.116V | I:0.431A | mAh:865.72
[2026-01-16 23:50:31.338] V:4.116V | I:0.433A | mAh:865.84
[2026-01-16 23:50:32.332] V:4.116V | I:0.433A | mAh:865.96
[2026-01-16 23:50:33.340] V:4.116V | I:0.432A | mAh:866.08
[2026-01-16 23:50:34.348] V:4.116V | I:0.433A | mAh:866.20
[2026-01-16 23:50:35.339] V:4.116V | I:0.431A | mAh:866.32
[2026-01-16 23:50:36.347] V:4.116V | I:0.433A | mAh:866.44
[2026-01-16 23:50:37.354] V:4.116V | I:0.433A | mAh:866.56
[2026-01-16 23:50:38.344] V:4.116V | I:0.433A | mAh:866.68
[2026-01-16 23:50:39.354] V:4.116V | I:0.433A | mAh:866.80
[2026-01-16 23:50:40.361] V:4.116V | I:0.432A | mAh:866.92
[2026-01-16 23:50:41.355] V:4.116V | I:0.433A | mAh:867.04
[2026-01-16 23:50:42.365] V:4.116V | I:0.433A | mAh:867.16
[2026-01-16 23:50:43.358] V:4.116V | I:0.431A | mAh:867.28
[2026-01-16 23:50:44.364] V:4.116V | I:0.431A | mAh:867.40
[2026-01-16 23:50:45.370] V:4.120V | I:0.433A | mAh:867.52
[2026-01-16 23:50:46.360] V:4.116V | I:0.431A | mAh:867.64
[2026-01-16 23:50:47.366] V:4.120V | I:0.433A | mAh:867.76
[2026-01-16 23:50:48.374] V:4.120V | I:0.433A | mAh:867.88
[2026-01-16 23:50:49.378] V:4.116V | I:0.433A | mAh:868.00
[2026-01-16 23:50:50.370] V:4.120V | I:0.433A | mAh:868.12
[2026-01-16 23:50:51.376] V:4.116V | I:0.432A | mAh:868.24
[2026-01-16 23:50:52.383] V:4.116V | I:0.433A | mAh:868.36
[2026-01-16 23:50:53.374] V:4.120V | I:0.431A | mAh:868.48
[2026-01-16 23:50:54.384] V:4.112V | I:0.434A | mAh:868.60
[2026-01-16 23:50:55.390] V:4.116V | I:0.431A | mAh:868.72
[2026-01-16 23:50:56.381] V:4.116V | I:0.431A | mAh:868.84
[2026-01-16 23:50:57.389] V:4.116V | I:0.432A | mAh:868.97
[2026-01-16 23:50:58.394] V:4.116V | I:0.431A | mAh:869.09
[2026-01-16 23:50:59.384] V:4.116V | I:0.431A | mAh:869.21
[2026-01-16 23:51:00.392] V:4.120V | I:0.432A | mAh:869.33
[2026-01-16 23:51:01.399] V:4.116V | I:0.432A | mAh:869.45
[2026-01-16 23:51:02.389] V:4.116V | I:0.432A | mAh:869.57
[2026-01-16 23:51:03.396] V:4.120V | I:0.429A | mAh:869.68
[2026-01-16 23:51:04.404] V:4.116V | I:0.432A | mAh:869.81
[2026-01-16 23:51:05.408] V:4.116V | I:0.431A | mAh:869.93
[2026-01-16 23:51:06.402] V:4.116V | I:0.432A | mAh:870.05
[2026-01-16 23:51:07.409] V:4.116V | I:0.430A | mAh:870.17
[2026-01-16 23:51:08.413] V:4.112V | I:0.431A | mAh:870.28
[2026-01-16 23:51:09.403] V:4.116V | I:0.431A | mAh:870.41
[2026-01-16 23:51:10.414] V:4.116V | I:0.431A | mAh:870.52
[2026-01-16 23:51:11.421] V:4.116V | I:0.431A | mAh:870.64
[2026-01-16 23:51:12.424] V:4.120V | I:0.433A | mAh:870.77
[2026-01-16 23:51:13.418] V:4.116V | I:0.432A | mAh:870.89
[2026-01-16 23:51:14.422] V:4.116V | I:0.430A | mAh:871.01
[2026-01-16 23:51:15.417] V:4.120V | I:0.433A | mAh:871.13
[2026-01-16 23:51:16.421] V:4.116V | I:0.432A | mAh:871.25
[2026-01-16 23:51:17.429] V:4.116V | I:0.430A | mAh:871.37
[2026-01-16 23:51:18.421] V:4.116V | I:0.433A | mAh:871.49
[2026-01-16 23:51:19.432] V:4.120V | I:0.432A | mAh:871.61
[2026-01-16 23:51:20.439] V:4.112V | I:0.431A | mAh:871.73
[2026-01-16 23:51:21.428] V:4.116V | I:0.431A | mAh:871.85
[2026-01-16 23:51:22.438] V:4.116V | I:0.432A | mAh:871.97
[2026-01-16 23:51:23.446] V:4.116V | I:0.432A | mAh:872.09
[2026-01-16 23:51:24.435] V:4.116V | I:0.430A | mAh:872.21
[2026-01-16 23:51:25.435] V:4.116V | I:0.431A | mAh:872.33
[2026-01-16 23:51:26.450] V:4.116V | I:0.431A | mAh:872.45
[2026-01-16 23:51:27.451] V:4.112V | I:0.432A | mAh:872.57
[2026-01-16 23:51:28.451] V:4.116V | I:0.429A | mAh:872.69
[2026-01-16 23:51:29.451] V:4.116V | I:0.429A | mAh:872.81
[2026-01-16 23:51:30.447] V:4.116V | I:0.430A | mAh:872.92
[2026-01-16 23:51:31.451] V:4.120V | I:0.431A | mAh:873.05
[2026-01-16 23:51:32.459] V:4.120V | I:0.430A | mAh:873.16
[2026-01-16 23:51:33.463] V:4.116V | I:0.431A | mAh:873.28
[2026-01-16 23:51:34.456] V:4.116V | I:0.430A | mAh:873.40
[2026-01-16 23:51:35.463] V:4.116V | I:0.430A | mAh:873.52
[2026-01-16 23:51:36.456] V:4.116V | I:0.430A | mAh:873.64
[2026-01-16 23:51:37.465] V:4.112V | I:0.430A | mAh:873.76
[2026-01-16 23:51:38.475] V:4.120V | I:0.430A | mAh:873.88
[2026-01-16 23:51:39.467] V:4.116V | I:0.432A | mAh:874.00
[2026-01-16 23:51:40.475] V:4.116V | I:0.431A | mAh:874.12
[2026-01-16 23:51:41.479] V:4.116V | I:0.430A | mAh:874.24
[2026-01-16 23:51:42.483] V:4.120V | I:0.432A | mAh:874.36
[2026-01-16 23:51:43.476] V:4.112V | I:0.430A | mAh:874.48
[2026-01-16 23:51:44.482] V:4.116V | I:0.429A | mAh:874.60
[2026-01-16 23:51:45.475] V:4.116V | I:0.430A | mAh:874.72
[2026-01-16 23:51:46.480] V:4.112V | I:0.431A | mAh:874.84
[2026-01-16 23:51:47.490] V:4.116V | I:0.430A | mAh:874.96
[2026-01-16 23:51:48.495] V:4.116V | I:0.432A | mAh:875.08
[2026-01-16 23:51:49.487] V:4.112V | I:0.431A | mAh:875.20
[2026-01-16 23:51:50.495] V:4.116V | I:0.430A | mAh:875.32
[2026-01-16 23:51:51.489] V:4.120V | I:0.430A | mAh:875.44
[2026-01-16 23:51:52.498] V:4.116V | I:0.432A | mAh:875.56
[2026-01-16 23:51:53.491] V:4.116V | I:0.430A | mAh:875.68
[2026-01-16 23:51:54.500] V:4.116V | I:0.429A | mAh:875.80
[2026-01-16 23:51:55.502] V:4.116V | I:0.429A | mAh:875.92
[2026-01-16 23:51:56.510] V:4.116V | I:0.431A | mAh:876.04
[2026-01-16 23:51:57.504] V:4.116V | I:0.430A | mAh:876.16
[2026-01-16 23:51:58.508] V:4.116V | I:0.430A | mAh:876.28
[2026-01-16 23:51:59.510] V:4.120V | I:0.428A | mAh:876.40
[2026-01-16 23:52:00.516] V:4.120V | I:0.430A | mAh:876.52
[2026-01-16 23:52:01.508] V:4.116V | I:0.430A | mAh:876.64
[2026-01-16 23:52:02.513] V:4.116V | I:0.428A | mAh:876.76
[2026-01-16 23:52:03.523] V:4.116V | I:0.428A | mAh:876.88
[2026-01-16 23:52:04.514] V:4.116V | I:0.431A | mAh:877.00
[2026-01-16 23:52:05.522] V:4.116V | I:0.431A | mAh:877.12
[2026-01-16 23:52:06.531] V:4.116V | I:0.430A | mAh:877.24
[2026-01-16 23:52:07.520] V:4.116V | I:0.430A | mAh:877.36
[2026-01-16 23:52:08.529] V:4.120V | I:0.430A | mAh:877.47
[2026-01-16 23:52:09.533] V:4.116V | I:0.429A | mAh:877.59
[2026-01-16 23:52:10.527] V:4.120V | I:0.430A | mAh:877.71
[2026-01-16 23:52:11.536] V:4.120V | I:0.429A | mAh:877.83
[2026-01-16 23:52:12.529] V:4.116V | I:0.429A | mAh:877.95
[2026-01-16 23:52:13.535] V:4.116V | I:0.429A | mAh:878.07
[2026-01-16 23:52:14.543] V:4.116V | I:0.429A | mAh:878.19
[2026-01-16 23:52:15.547] V:4.116V | I:0.428A | mAh:878.31
[2026-01-16 23:52:16.540] V:4.112V | I:0.429A | mAh:878.43
[2026-01-16 23:52:17.552] V:4.120V | I:0.429A | mAh:878.55
[2026-01-16 23:52:18.542] V:4.112V | I:0.430A | mAh:878.67
[2026-01-16 23:52:19.552] V:4.116V | I:0.428A | mAh:878.79
[2026-01-16 23:52:20.557] V:4.116V | I:0.428A | mAh:878.91
[2026-01-16 23:52:21.549] V:4.116V | I:0.430A | mAh:879.03
[2026-01-16 23:52:22.555] V:4.120V | I:0.428A | mAh:879.15
[2026-01-16 23:52:23.560] V:4.120V | I:0.429A | mAh:879.27
[2026-01-16 23:52:24.566] V:4.116V | I:0.425A | mAh:879.38
[2026-01-16 23:52:25.557] V:4.120V | I:0.430A | mAh:879.50
[2026-01-16 23:52:26.563] V:4.116V | I:0.429A | mAh:879.62
[2026-01-16 23:52:27.568] V:4.116V | I:0.430A | mAh:879.74
[2026-01-16 23:52:28.575] V:4.120V | I:0.430A | mAh:879.86
[2026-01-16 23:52:29.564] V:4.116V | I:0.429A | mAh:879.98
[2026-01-16 23:52:30.572] V:4.120V | I:0.430A | mAh:880.10
[2026-01-16 23:52:31.577] V:4.120V | I:0.429A | mAh:880.22
[2026-01-16 23:52:32.575] V:4.116V | I:0.430A | mAh:880.34
[2026-01-16 23:52:33.579] V:4.120V | I:0.430A | mAh:880.46
[2026-01-16 23:52:34.577] V:4.116V | I:0.426A | mAh:880.58
[2026-01-16 23:52:35.580] V:4.120V | I:0.428A | mAh:880.70
[2026-01-16 23:52:36.583] V:4.116V | I:0.429A | mAh:880.82
[2026-01-16 23:52:37.592] V:4.116V | I:0.429A | mAh:880.94
[2026-01-16 23:52:38.584] V:4.116V | I:0.428A | mAh:881.06
[2026-01-16 23:52:39.595] V:4.120V | I:0.429A | mAh:881.18
[2026-01-16 23:52:40.588] V:4.116V | I:0.427A | mAh:881.29
[2026-01-16 23:52:41.595] V:4.116V | I:0.427A | mAh:881.41
[2026-01-16 23:52:42.604] V:4.116V | I:0.428A | mAh:881.53
[2026-01-16 23:52:43.593] V:4.116V | I:0.429A | mAh:881.65
[2026-01-16 23:52:44.601] V:4.120V | I:0.429A | mAh:881.77
[2026-01-16 23:52:45.606] V:4.120V | I:0.427A | mAh:881.89
[2026-01-16 23:52:46.597] V:4.120V | I:0.428A | mAh:882.01
[2026-01-16 23:52:47.606] V:4.120V | I:0.427A | mAh:882.13
[2026-01-16 23:52:48.612] V:4.120V | I:0.429A | mAh:882.25
[2026-01-16 23:52:49.602] V:4.116V | I:0.427A | mAh:882.37
[2026-01-16 23:52:50.609] V:4.116V | I:0.427A | mAh:882.48
[2026-01-16 23:52:51.619] V:4.116V | I:0.426A | mAh:882.60
[2026-01-16 23:52:52.622] V:4.116V | I:0.427A | mAh:882.72
[2026-01-16 23:52:53.613] V:4.120V | I:0.427A | mAh:882.84
[2026-01-16 23:52:54.622] V:4.120V | I:0.428A | mAh:882.96
[2026-01-16 23:52:55.614] V:4.116V | I:0.426A | mAh:883.08
[2026-01-16 23:52:56.621] V:4.120V | I:0.425A | mAh:883.20
[2026-01-16 23:52:57.627] V:4.116V | I:0.426A | mAh:883.32
[2026-01-16 23:52:58.620] V:4.116V | I:0.424A | mAh:883.43
[2026-01-16 23:52:59.624] V:4.116V | I:0.426A | mAh:883.55
[2026-01-16 23:53:00.629] V:4.120V | I:0.425A | mAh:883.67
[2026-01-16 23:53:01.633] V:4.120V | I:0.427A | mAh:883.79
[2026-01-16 23:53:02.641] V:4.120V | I:0.425A | mAh:883.91
[2026-01-16 23:53:03.633] V:4.116V | I:0.426A | mAh:884.03
[2026-01-16 23:53:04.641] V:4.120V | I:0.428A | mAh:884.15
[2026-01-16 23:53:05.635] V:4.116V | I:0.425A | mAh:884.26
[2026-01-16 23:53:06.642] V:4.116V | I:0.427A | mAh:884.38
[2026-01-16 23:53:07.650] V:4.116V | I:0.427A | mAh:884.50
[2026-01-16 23:53:08.654] V:4.120V | I:0.426A | mAh:884.62
[2026-01-16 23:53:09.648] V:4.120V | I:0.428A | mAh:884.74
[2026-01-16 23:53:10.651] V:4.120V | I:0.427A | mAh:884.86
[2026-01-16 23:53:11.659] V:4.116V | I:0.427A | mAh:884.98
[2026-01-16 23:53:12.651] V:4.116V | I:0.427A | mAh:885.10
[2026-01-16 23:53:13.655] V:4.116V | I:0.426A | mAh:885.21
[2026-01-16 23:53:14.663] V:4.120V | I:0.428A | mAh:885.33
[2026-01-16 23:53:15.669] V:4.120V | I:0.425A | mAh:885.45
[2026-01-16 23:53:16.663] V:4.116V | I:0.427A | mAh:885.57
[2026-01-16 23:53:17.669] V:4.120V | I:0.426A | mAh:885.69
[2026-01-16 23:53:18.661] V:4.116V | I:0.427A | mAh:885.81
[2026-01-16 23:53:19.665] V:4.116V | I:0.425A | mAh:885.93
[2026-01-16 23:53:20.671] V:4.120V | I:0.427A | mAh:886.05
[2026-01-16 23:53:21.677] V:4.116V | I:0.426A | mAh:886.16
[2026-01-16 23:53:22.672] V:4.116V | I:0.427A | mAh:886.28
[2026-01-16 23:53:23.679] V:4.116V | I:0.426A | mAh:886.40
[2026-01-16 23:53:24.680] V:4.120V | I:0.427A | mAh:886.52
[2026-01-16 23:53:25.687] V:4.120V | I:0.425A | mAh:886.64
[2026-01-16 23:53:26.681] V:4.120V | I:0.424A | mAh:886.76
[2026-01-16 23:53:27.686] V:4.116V | I:0.425A | mAh:886.87
[2026-01-16 23:53:28.695] V:4.120V | I:0.426A | mAh:886.99
[2026-01-16 23:53:29.686] V:4.116V | I:0.427A | mAh:887.11
[2026-01-16 23:53:30.693] V:4.120V | I:0.425A | mAh:887.23
[2026-01-16 23:53:31.697] V:4.116V | I:0.426A | mAh:887.35
[2026-01-16 23:53:32.690] V:4.120V | I:0.426A | mAh:887.47
[2026-01-16 23:53:33.696] V:4.120V | I:0.425A | mAh:887.59
[2026-01-16 23:53:34.706] V:4.120V | I:0.426A | mAh:887.70
[2026-01-16 23:53:35.702] V:4.120V | I:0.423A | mAh:887.82
[2026-01-16 23:53:36.709] V:4.116V | I:0.425A | mAh:887.94
[2026-01-16 23:53:37.710] V:4.116V | I:0.426A | mAh:888.06
[2026-01-16 23:53:38.710] V:4.120V | I:0.427A | mAh:888.18
[2026-01-16 23:53:39.712] V:4.120V | I:0.427A | mAh:888.30
[2026-01-16 23:53:40.711] V:4.116V | I:0.426A | mAh:888.41
[2026-01-16 23:53:41.712] V:4.120V | I:0.426A | mAh:888.53
[2026-01-16 23:53:42.716] V:4.120V | I:0.427A | mAh:888.65
[2026-01-16 23:53:43.724] V:4.120V | I:0.426A | mAh:888.77
[2026-01-16 23:53:44.717] V:4.120V | I:0.424A | mAh:888.89
[2026-01-16 23:53:45.725] V:4.116V | I:0.425A | mAh:889.01
[2026-01-16 23:53:46.717] V:4.116V | I:0.425A | mAh:889.13
[2026-01-16 23:53:47.722] V:4.116V | I:0.424A | mAh:889.24
[2026-01-16 23:53:48.729] V:4.116V | I:0.426A | mAh:889.36
[2026-01-16 23:53:49.735] V:4.116V | I:0.425A | mAh:889.48
[2026-01-16 23:53:50.727] V:4.116V | I:0.427A | mAh:889.60
[2026-01-16 23:53:51.734] V:4.116V | I:0.424A | mAh:889.72
[2026-01-16 23:53:52.743] V:4.116V | I:0.425A | mAh:889.84
[2026-01-16 23:53:53.736] V:4.120V | I:0.424A | mAh:889.95
[2026-01-16 23:53:54.739] V:4.120V | I:0.423A | mAh:890.07
[2026-01-16 23:53:55.746] V:4.120V | I:0.425A | mAh:890.19
[2026-01-16 23:53:56.738] V:4.120V | I:0.426A | mAh:890.31
[2026-01-16 23:53:57.746] V:4.116V | I:0.425A | mAh:890.43
[2026-01-16 23:53:58.752] V:4.120V | I:0.424A | mAh:890.54
[2026-01-16 23:53:59.742] V:4.120V | I:0.423A | mAh:890.66
[2026-01-16 23:54:00.748] V:4.116V | I:0.423A | mAh:890.78
[2026-01-16 23:54:01.754] V:4.116V | I:0.424A | mAh:890.90
[2026-01-16 23:54:02.761] V:4.116V | I:0.423A | mAh:891.02
[2026-01-16 23:54:03.750] V:4.120V | I:0.424A | mAh:891.13
[2026-01-16 23:54:04.759] V:4.120V | I:0.423A | mAh:891.25
[2026-01-16 23:54:05.767] V:4.120V | I:0.424A | mAh:891.37
[2026-01-16 23:54:06.757] V:4.116V | I:0.424A | mAh:891.49
[2026-01-16 23:54:07.766] V:4.120V | I:0.425A | mAh:891.61
[2026-01-16 23:54:08.769] V:4.120V | I:0.424A | mAh:891.72
[2026-01-16 23:54:09.776] V:4.120V | I:0.424A | mAh:891.84
[2026-01-16 23:54:10.777] V:4.120V | I:0.424A | mAh:891.96
[2026-01-16 23:54:11.767] V:4.116V | I:0.425A | mAh:892.08
[2026-01-16 23:54:12.775] V:4.120V | I:0.424A | mAh:892.20
[2026-01-16 23:54:13.784] V:4.116V | I:0.425A | mAh:892.31
[2026-01-16 23:54:14.778] V:4.120V | I:0.426A | mAh:892.43
[2026-01-16 23:54:15.788] V:4.120V | I:0.426A | mAh:892.55
[2026-01-16 23:54:16.780] V:4.120V | I:0.425A | mAh:892.67
[2026-01-16 23:54:17.789] V:4.116V | I:0.426A | mAh:892.79
[2026-01-16 23:54:18.781] V:4.116V | I:0.425A | mAh:892.91
[2026-01-16 23:54:19.789] V:4.116V | I:0.425A | mAh:893.02
[2026-01-16 23:54:20.797] V:4.120V | I:0.424A | mAh:893.14
[2026-01-16 23:54:21.786] V:4.112V | I:0.422A | mAh:893.26
[2026-01-16 23:54:22.794] V:4.120V | I:0.425A | mAh:893.38
[2026-01-16 23:54:23.801] V:4.120V | I:0.423A | mAh:893.50
[2026-01-16 23:54:24.791] V:4.120V | I:0.426A | mAh:893.61
[2026-01-16 23:54:25.797] V:4.120V | I:0.423A | mAh:893.73
[2026-01-16 23:54:26.804] V:4.120V | I:0.424A | mAh:893.85
[2026-01-16 23:54:27.812] V:4.120V | I:0.426A | mAh:893.97
[2026-01-16 23:54:28.804] V:4.120V | I:0.426A | mAh:894.09
[2026-01-16 23:54:29.811] V:4.116V | I:0.424A | mAh:894.21
[2026-01-16 23:54:30.817] V:4.116V | I:0.425A | mAh:894.32
[2026-01-16 23:54:31.817] V:4.120V | I:0.423A | mAh:894.44
[2026-01-16 23:54:32.823] V:4.120V | I:0.423A | mAh:894.56
[2026-01-16 23:54:33.811] V:4.120V | I:0.424A | mAh:894.68
[2026-01-16 23:54:34.818] V:4.116V | I:0.425A | mAh:894.80
[2026-01-16 23:54:35.825] V:4.120V | I:0.424A | mAh:894.91
[2026-01-16 23:54:36.818] V:4.116V | I:0.422A | mAh:895.03
[2026-01-16 23:54:37.823] V:4.116V | I:0.424A | mAh:895.15
[2026-01-16 23:54:38.832] V:4.116V | I:0.424A | mAh:895.27
[2026-01-16 23:54:39.823] V:4.120V | I:0.424A | mAh:895.38
[2026-01-16 23:54:40.827] V:4.120V | I:0.424A | mAh:895.50
[2026-01-16 23:54:41.838] V:4.120V | I:0.423A | mAh:895.62
[2026-01-16 23:54:42.829] V:4.116V | I:0.424A | mAh:895.74
[2026-01-16 23:54:43.844] V:4.120V | I:0.422A | mAh:895.86
[2026-01-16 23:54:44.846] V:4.120V | I:0.423A | mAh:895.97
[2026-01-16 23:54:45.848] V:4.112V | I:0.422A | mAh:896.09
[2026-01-16 23:54:46.847] V:4.116V | I:0.422A | mAh:896.21
[2026-01-16 23:54:47.850] V:4.120V | I:0.423A | mAh:896.33
[2026-01-16 23:54:48.844] V:4.120V | I:0.424A | mAh:896.44
[2026-01-16 23:54:49.850] V:4.116V | I:0.423A | mAh:896.56
[2026-01-16 23:54:50.844] V:4.120V | I:0.422A | mAh:896.68
[2026-01-16 23:54:51.847] V:4.116V | I:0.424A | mAh:896.80
[2026-01-16 23:54:52.854] V:4.120V | I:0.423A | mAh:896.92
[2026-01-16 23:54:53.860] V:4.120V | I:0.423A | mAh:897.03
[2026-01-16 23:54:54.852] V:4.120V | I:0.423A | mAh:897.15
[2026-01-16 23:54:55.858] V:4.116V | I:0.421A | mAh:897.27
[2026-01-16 23:54:56.864] V:4.120V | I:0.423A | mAh:897.39
[2026-01-16 23:54:57.872] V:4.120V | I:0.423A | mAh:897.50
[2026-01-16 23:54:58.861] V:4.116V | I:0.424A | mAh:897.62
[2026-01-16 23:54:59.867] V:4.120V | I:0.423A | mAh:897.74
[2026-01-16 23:55:00.874] V:4.120V | I:0.422A | mAh:897.86
[2026-01-16 23:55:01.866] V:4.120V | I:0.421A | mAh:897.97
[2026-01-16 23:55:02.869] V:4.120V | I:0.422A | mAh:898.09
[2026-01-16 23:55:03.871] V:4.116V | I:0.423A | mAh:898.21
[2026-01-16 23:55:04.879] V:4.120V | I:0.423A | mAh:898.33
[2026-01-16 23:55:05.885] V:4.120V | I:0.424A | mAh:898.44
[2026-01-16 23:55:06.880] V:4.120V | I:0.423A | mAh:898.56
[2026-01-16 23:55:07.888] V:4.124V | I:0.421A | mAh:898.68
[2026-01-16 23:55:08.879] V:4.120V | I:0.422A | mAh:898.80
[2026-01-16 23:55:09.887] V:4.120V | I:0.424A | mAh:898.91
[2026-01-16 23:55:10.894] V:4.116V | I:0.423A | mAh:899.03
[2026-01-16 23:55:11.887] V:4.116V | I:0.423A | mAh:899.15
[2026-01-16 23:55:12.895] V:4.120V | I:0.421A | mAh:899.27
[2026-01-16 23:55:13.903] V:4.120V | I:0.423A | mAh:899.38
[2026-01-16 23:55:14.891] V:4.116V | I:0.422A | mAh:899.50
[2026-01-16 23:55:15.896] V:4.116V | I:0.421A | mAh:899.62
[2026-01-16 23:55:16.899] V:4.120V | I:0.422A | mAh:899.74
[2026-01-16 23:55:17.905] V:4.116V | I:0.421A | mAh:899.85
[2026-01-16 23:55:18.911] V:4.120V | I:0.421A | mAh:899.97
[2026-01-16 23:55:19.904] V:4.120V | I:0.421A | mAh:900.09
[2026-01-16 23:55:20.912] V:4.120V | I:0.421A | mAh:900.21
[2026-01-16 23:55:21.917] V:4.116V | I:0.422A | mAh:900.32
[2026-01-16 23:55:22.910] V:4.116V | I:0.421A | mAh:900.44
[2026-01-16 23:55:23.919] V:4.120V | I:0.422A | mAh:900.56
[2026-01-16 23:55:24.923] V:4.120V | I:0.420A | mAh:900.68
[2026-01-16 23:55:25.927] V:4.116V | I:0.423A | mAh:900.79
[2026-01-16 23:55:26.918] V:4.120V | I:0.421A | mAh:900.91
[2026-01-16 23:55:27.927] V:4.116V | I:0.422A | mAh:901.03
[2026-01-16 23:55:28.920] V:4.120V | I:0.421A | mAh:901.14
[2026-01-16 23:55:29.928] V:4.116V | I:0.422A | mAh:901.26
[2026-01-16 23:55:30.930] V:4.116V | I:0.423A | mAh:901.38
[2026-01-16 23:55:31.937] V:4.120V | I:0.423A | mAh:901.50
[2026-01-16 23:55:32.928] V:4.116V | I:0.420A | mAh:901.61
[2026-01-16 23:55:33.936] V:4.120V | I:0.423A | mAh:901.73
[2026-01-16 23:55:34.943] V:4.120V | I:0.424A | mAh:901.85
[2026-01-16 23:55:35.936] V:4.116V | I:0.421A | mAh:901.97
[2026-01-16 23:55:36.945] V:4.120V | I:0.421A | mAh:902.08
[2026-01-16 23:55:37.951] V:4.124V | I:0.421A | mAh:902.20
[2026-01-16 23:55:38.946] V:4.116V | I:0.420A | mAh:902.32
[2026-01-16 23:55:39.952] V:4.120V | I:0.419A | mAh:902.44
[2026-01-16 23:55:40.944] V:4.116V | I:0.420A | mAh:902.55
[2026-01-16 23:55:41.949] V:4.120V | I:0.419A | mAh:902.67
[2026-01-16 23:55:42.958] V:4.120V | I:0.419A | mAh:902.79
[2026-01-16 23:55:43.961] V:4.120V | I:0.420A | mAh:902.90
[2026-01-16 23:55:44.953] V:4.124V | I:0.422A | mAh:903.02
[2026-01-16 23:55:45.962] V:4.120V | I:0.421A | mAh:903.14
[2026-01-16 23:55:46.968] V:4.120V | I:0.421A | mAh:903.25
[2026-01-16 23:55:47.961] V:4.120V | I:0.421A | mAh:903.37
[2026-01-16 23:55:48.964] V:4.120V | I:0.420A | mAh:903.49
[2026-01-16 23:55:49.964] V:4.116V | I:0.422A | mAh:903.61
[2026-01-16 23:55:50.962] V:4.120V | I:0.423A | mAh:903.72
[2026-01-16 23:55:51.965] V:4.120V | I:0.421A | mAh:903.84
[2026-01-16 23:55:52.967] V:4.120V | I:0.421A | mAh:903.96
[2026-01-16 23:55:53.970] V:4.120V | I:0.421A | mAh:904.08
